ID,RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,QC,SampA,SampB,SampC,SampD,SampE,SampF
"[979, 374]",0.25,0.037,19.867,0.018,172.04,0.16,116.929,0.0002,0.0,4.15,-1.0,2.0,4.0,82.0,,FALSE,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,80606.84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,181384.4
[833],0.48,0.018,29.69,0.058,258.52,0.51,116.929,0.0001,0.0,3.86,-1.0,2.0,3.0,100.0,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[147],0.82,0.031,18.46,0.016,159.65,0.14,116.93,0.0004,0.001,1.38,-1.0,3.0,14.0,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,520057.7,586980.8,365600.4,561853.9
[613],0.759,0.067,19.873,0.015,172.09,0.14,116.929,0.0004,0.0,2.67,-1.0,2.0,5.0,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100442.5,0.001,69545.92,0.001,0.001
[36],3.126,0.117,18.44,0.008,159.47,0.07,116.929,0.0002,0.007,1.28,-1.0,3.0,19.0,93.2,,FALSE,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,2759292.0,929350.3,1261057.0,1451521.0,0.001,3327329.0,3288535.0,0.001,0.001,1415110.0,0.001,0.001
[523],3.399,0.014,19.861,0.006,171.98,0.06,116.929,0.0003,0.0,4.65,-1.0,2.0,2.0,82.4,,FALSE,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[559],3.228,0.126,25.878,0.013,224.95,0.11,116.93,0.0003,0.0,3.11,-1.0,2.0,5.0,82.4,,FALSE,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,0.001,141017.8,0.001,0.001,0.001,0.001,28257.71,0.001,0.001
[1793],0.4,,24.965,,216.91,,116.972,,0.0,6.0,-1.0,3.0,1.0,81.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"[1295, 1713]",0.538,0.112,27.381,0.081,238.175,0.71,116.973,0.0003,0.0,5.0,-1.0,3.0,2.5,87.25,,FALSE,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,0.001,0.001,5378.757,0.001,0.001,0.001,4228.273,0.001,0.001,0.001,0.001,0.001
[1747],2.967,0.088,25.426,0.258,220.97,2.27,116.973,0.0,0.0,4.18,-1.0,3.0,2.0,89.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2393.862,0.001,0.001
[1647],0.544,0.006,23.021,0.214,199.8,1.88,116.973,0.0,0.0,4.71,-1.0,3.0,2.0,87.4,,FALSE,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,7945.311,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[1401],0.517,0.05,28.056,0.173,244.12,1.52,116.973,0.0,0.0,4.07,-1.0,3.0,3.0,91.5,,FALSE,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,19753.93,6896.618,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
[42],2.203,0.069,19.302,0.009,167.06,0.08,117.02,0.0003,0.005,1.42,-1.0,2.0,13.0,100.0,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
